arm,representation,repeat,r2,mae,rmse,spearman,mae_lt20,mae_20_60,mae_gt60
baseline,Morgan,0,-0.10955067846774535,13.019420330315722,19.29801633754066,-0.024082866512766792,8.975032754701457,15.610682947193494,66.92909739274245
baseline,Morgan,1,0.1312278281744378,10.82084767119468,17.07623208564563,0.6903750201015879,6.630249428593489,13.4448939475782,67.4523302929218
baseline,Morgan,2,0.16586799903427585,10.219297826947434,16.73233263055218,0.6825982144686984,6.256650406746813,12.360265123864377,68.08999215346115
baseline,Morgan,3,0.13483978348900205,10.878001237707492,17.040697551591425,0.5631610111443214,6.846105137037052,13.328223651169287,66.30971768892728
baseline,Morgan,4,0.10228847111567263,10.446928256421915,17.35831236979647,0.6229287783046534,5.687227205736167,13.854489476614289,69.34761993408202
baseline,Morgan,5,0.1819019920720838,9.992052015241294,16.5707347536201,0.669731757150507,5.360427274860122,13.381867859534061,66.36925880432128
baseline,Morgan,6,-0.07369182949900233,12.563958212004147,18.98361520462125,0.1533333128633057,9.350563764867749,13.709805134721236,66.98490501990685
baseline,Morgan,7,0.11419280513887242,10.48661671082745,17.242836089364275,0.6366178391073837,5.52368649722301,14.242007690984552,69.3341565469595
baseline,Morgan,8,0.16145600051707287,10.361733294957533,16.776525675190435,0.6469044049348538,6.18529058954273,12.91185976187966,67.62762927715595
baseline,Morgan,9,-0.15979373447372613,12.06339841265121,19.730108666333848,0.30838053714777547,9.348350758694338,12.505457174682617,64.72175223717322
baseline,Morgan+Physical,0,0.447193425246294,8.205726471275481,13.621523936390433,0.7274667773318803,6.590620488366021,7.425199110828746,52.775079064002405
baseline,Morgan+Physical,1,0.4129203868816147,7.459565915250215,14.037429811406994,0.8647419254568515,4.5248847840328965,8.23449510414817,60.606698179978586
baseline,Morgan+Physical,2,0.4269432849639294,7.2815270939526044,13.868768568453676,0.8094551741940366,5.2217600641601996,6.745924561471651,58.28532856867863
baseline,Morgan+Physical,3,0.42315691979046577,8.404712812864608,13.914510783091092,0.7832827706135533,6.0732934935692136,8.701211041629675,54.677311454186075
baseline,Morgan+Physical,4,0.40477687156569253,7.922797434143801,14.134452709954113,0.8138933275295599,4.7782850211812775,9.253478318093041,58.51946030836838
baseline,Morgan+Physical,5,0.44795602450286376,7.654803534821357,13.61212521587295,0.8461743348167768,4.916755691409641,8.545353395912862,55.1143897834191
baseline,Morgan+Physical,6,0.3699048728984914,9.162477515642763,14.542603339220948,0.7318860695652335,7.1516800717359965,9.044395681577742,53.81601516723633
baseline,Morgan+Physical,7,0.4686873069965476,7.630161535386768,13.354086767647564,0.8339374011534331,5.250267758554984,7.994520784690162,54.08178365854117
baseline,Morgan+Physical,8,0.5097062933273586,6.546446323301453,12.828245347114217,0.8715869936927935,4.655020756736127,5.8107991417162355,56.47640924893892
baseline,Morgan+Physical,9,0.17993455717788576,10.138519827359154,16.59064817722101,0.4801400063470832,9.658116663311647,7.591290031941733,52.77893513606145
baseline,Physical,0,0.2404842594351414,9.94984885091819,15.966417727729096,0.8131515335495735,5.7081447841004405,14.863240753543739,38.62106198237493
baseline,Physical,1,0.08357211616344884,9.87859218751853,17.538330324177956,0.8618857964214333,4.7104592574611095,15.160028085928253,53.76106636047363
baseline,Physical,2,0.441190855167954,7.479817159911642,13.695277936975549,0.7946631685961453,5.8299166824794755,7.028752950125028,48.61426545363206
baseline,Physical,3,0.34818503250642197,8.206996570018042,14.791126879830848,0.7997476566778329,6.592283312135375,8.192524978868889,43.0449051460853
baseline,Physical,4,0.006028035832564171,10.631932307137088,18.265272907622993,0.8276503194750764,5.70389137886102,16.044972443366774,47.691301269531245
baseline,Physical,5,0.35542228795722963,8.8587984744251,14.708782984224936,0.8460775353675989,4.906319789610558,12.78444790284128,43.859521349393404
baseline,Physical,6,0.40102862913623094,9.036051225689945,14.178886644848323,0.8449610225166484,5.6225041920627055,12.317479474986683,40.64712516784668
baseline,Physical,7,0.2908051173616335,8.37593072782362,15.428435692862209,0.8468664900928691,5.540231041290529,10.75646919472434,39.019881920447716
baseline,Physical,8,0.5745864971299884,6.70808889658254,11.949362420519337,0.8654999441802018,4.64819712164438,7.1235217158462065,45.643734283447266
baseline,Physical,9,-0.20964283539590012,13.286200063991922,20.14965788685321,0.5266832924065501,11.232999893240706,14.58737528889974,40.83611818166879
plus_coordination_block,Morgan,0,-0.10955067846774535,13.019420330315722,19.29801633754066,-0.024082866512766792,8.975032754701457,15.610682947193494,66.92909739274245
plus_coordination_block,Morgan,1,0.1312278281744378,10.82084767119468,17.07623208564563,0.6903750201015879,6.630249428593489,13.4448939475782,67.4523302929218
plus_coordination_block,Morgan,2,0.16586799903427585,10.219297826947434,16.73233263055218,0.6825982144686984,6.256650406746813,12.360265123864377,68.08999215346115
plus_coordination_block,Morgan,3,0.13483978348900205,10.878001237707492,17.040697551591425,0.5631610111443214,6.846105137037052,13.328223651169287,66.30971768892728
plus_coordination_block,Morgan,4,0.10228847111567263,10.446928256421915,17.35831236979647,0.6229287783046534,5.687227205736167,13.854489476614289,69.34761993408202
plus_coordination_block,Morgan,5,0.1819019920720838,9.992052015241294,16.5707347536201,0.669731757150507,5.360427274860122,13.381867859534061,66.36925880432128
plus_coordination_block,Morgan,6,-0.07369182949900233,12.563958212004147,18.98361520462125,0.1533333128633057,9.350563764867749,13.709805134721236,66.98490501990685
plus_coordination_block,Morgan,7,0.11419280513887242,10.48661671082745,17.242836089364275,0.6366178391073837,5.52368649722301,14.242007690984552,69.3341565469595
plus_coordination_block,Morgan,8,0.16145600051707287,10.361733294957533,16.776525675190435,0.6469044049348538,6.18529058954273,12.91185976187966,67.62762927715595
plus_coordination_block,Morgan,9,-0.15979373447372613,12.06339841265121,19.730108666333848,0.30838053714777547,9.348350758694338,12.505457174682617,64.72175223717322
plus_coordination_block,Morgan+Physical,0,0.4373383389761868,9.021257644355488,13.742405526524477,0.6901301066464919,7.143009704840329,9.672879040111194,41.06076878474309
plus_coordination_block,Morgan+Physical,1,0.42322159288028227,7.120255542870487,13.913730744584123,0.8558812370678671,4.429279452126616,7.453926261763139,60.637690981351405
plus_coordination_block,Morgan+Physical,2,0.43201231580109456,7.482720995907773,13.807293526604287,0.8176820851410909,4.975791011349804,8.065782793449632,53.88489554185133
plus_coordination_block,Morgan+Physical,3,0.4714774069652623,8.015904390533914,13.318977234609097,0.8131010154685191,5.670730790009311,8.665330508237895,50.104221707857576
plus_coordination_block,Morgan+Physical,4,0.530085229267697,7.354792713602012,12.55881451448098,0.8367581673589,4.638312753073305,8.975585531801167,45.08303071242112
plus_coordination_block,Morgan+Physical,5,0.46913592015052485,7.997185545133095,13.34844782453425,0.8455008926027493,4.892604247709431,9.814546516649651,51.55977182828463
plus_coordination_block,Morgan+Physical,6,0.4029982848762612,8.818466490508232,14.155554542637088,0.7033324820147552,7.205498410260053,8.00559554313891,53.752451160137475
plus_coordination_block,Morgan+Physical,7,0.46014603034385915,7.824740635338248,13.460997626142573,0.8271910452167153,4.885607882637379,9.23543957417806,52.998026258028474
plus_coordination_block,Morgan+Physical,8,0.5370077090108263,6.878342085175294,12.465967147405866,0.8866205977585052,4.401400093192371,7.563325622096206,51.34330609835111
plus_coordination_block,Morgan+Physical,9,0.368345277236112,8.661954668611155,14.560589959695713,0.5924191583104114,7.857885998583285,6.7803635293671585,49.80023904653696
plus_coordination_block,Physical,0,0.4676051483212771,8.387470795126983,13.367679412880575,0.8028745500776322,6.693329691730622,10.190252244937781,21.864888381958014
plus_coordination_block,Physical,1,0.3373521281941072,8.389389963404783,14.913531705035329,0.8500774444857563,4.0131247236876675,12.209634902537951,53.82305049602802
plus_coordination_block,Physical,2,0.4344048572422491,7.225009818429508,13.778182522735154,0.8163596288707547,5.093707847239314,7.968775349981135,43.5259280688946
plus_coordination_block,Physical,3,0.43070028238477986,7.912271824253006,13.823231531452835,0.8310297742234386,5.710645883721793,8.655269652210581,45.73219457773061
plus_coordination_block,Physical,4,0.3942643692495682,8.202574345939853,14.258723859991889,0.8627323365853304,4.445897193106374,12.502607841769132,34.249297332763675
plus_coordination_block,Physical,5,0.4229100556018609,7.871584507093451,13.917487872617734,0.8464286039463085,4.891667107798396,10.44390976974025,39.17645266606258
plus_coordination_block,Physical,6,0.5305785714551021,7.466127078699659,12.552220318645448,0.8482011566137337,5.701132293343219,7.84632850929029,40.51999700692984
plus_coordination_block,Physical,7,0.31939827807825794,8.992813540571952,15.114215837552178,0.8459425690220194,4.91228469996736,13.625833291533498,37.76352797288161
plus_coordination_block,Physical,8,0.5405773688899496,6.399015010143255,12.417818001110247,0.8640460850486286,4.340179448586194,7.309740219624837,39.02558901860164
plus_coordination_block,Physical,9,0.4277709707958346,8.731858238853103,13.858749375920977,0.6619430068743807,7.662583566287187,7.886068150190873,42.415165798480686
placebo_shuffled_target,Morgan,0,-0.08974913439427112,13.669403344111538,19.125040540985893,0.020743779859713547,10.929068446431039,13.871772114331797,69.91267944922814
placebo_shuffled_target,Morgan,1,-0.05218447747252908,13.49241998817828,18.79252096114679,0.04472726230305024,10.749337612837378,13.711318197261928,69.58486446674054
placebo_shuffled_target,Morgan,2,-0.09040318700179939,13.863792294885148,19.13077897467807,-0.02374220901194369,11.166173741892605,14.04097047766483,69.51003661229059
placebo_shuffled_target,Morgan,3,-0.07028323986440865,13.568862192192498,18.953458138309244,-0.014021613315301574,10.781241895328645,13.790336375935873,70.58446392352765
placebo_shuffled_target,Morgan,4,-0.08464425801125608,13.709870652473166,19.08019280027359,-0.006622649001318635,10.981899850375267,13.82455941541267,70.80065587557279
placebo_shuffled_target,Morgan,5,-0.10185870591606427,13.787519701944095,19.231008144200924,-0.05423538407301429,10.674912818322404,14.527337481365782,71.19885715778057
placebo_shuffled_target,Morgan,6,-0.03702714903837845,13.277369695994173,18.65667134930412,0.0709046240592957,10.429137070510482,13.609562243698582,70.18853370666503
placebo_shuffled_target,Morgan,7,-0.05281834466130597,13.430881337181443,18.798180695345895,0.006935670303206452,10.131840908380322,14.532823878525244,70.24717059208797
placebo_shuffled_target,Morgan,8,-0.04613348871292122,13.422255517814518,18.738406262001774,0.00646391986947242,10.324930499102413,14.217238736932929,69.80544390751764
placebo_shuffled_target,Morgan,9,-0.05143063131896697,13.558006100436486,18.785787727426097,0.03787395230575903,11.074754163969306,13.314964959208169,69.93716599097618
placebo_shuffled_target,Morgan+Physical,0,-0.024815824531639663,13.419492377810155,18.546501949519023,0.001263546233081244,11.03230321892523,13.126947612600615,68.3653125
placebo_shuffled_target,Morgan+Physical,1,-0.030121073594078673,13.554599811287845,18.59444558847381,-0.0011322544463642937,11.133702706656507,13.347348590688997,68.14127239520734
placebo_shuffled_target,Morgan+Physical,2,-0.056560834928007564,13.74468777418341,18.8315623318025,-0.026466400510429026,11.186868891960337,13.743174378782328,68.6586245727539
placebo_shuffled_target,Morgan+Physical,3,-0.02847383828566108,13.624137966841484,18.57957273393967,-0.0073501817853052955,11.262103322471702,13.379101687899503,67.42711118257964
placebo_shuffled_target,Morgan+Physical,4,-0.07023259459730058,13.710093918590589,18.953009698928863,-0.06759905405496867,11.084411391270134,13.731146163431802,69.79407889732947
placebo_shuffled_target,Morgan+Physical,5,-0.060090629676612384,13.720422961605415,18.862992668119194,-0.06883313145287893,10.927477241586118,14.099462023833308,68.85045454758864
placebo_shuffled_target,Morgan+Physical,6,-0.02890864621433753,13.66360945265555,18.58349976230642,-0.01382762148144954,11.511773935148724,13.03319635412043,67.84670719440166
placebo_shuffled_target,Morgan+Physical,7,-0.026365106269619742,13.458223027595505,18.560515640861347,-0.00047508967137886113,10.520919772310428,14.093872948802598,68.42940542954665
placebo_shuffled_target,Morgan+Physical,8,-0.03486369702758996,13.492835065788418,18.637200361271955,-0.008187217911116134,10.646128630403908,13.944673550415041,68.85266164339505
placebo_shuffled_target,Morgan+Physical,9,-0.04799244155181848,13.739363055015248,18.75504771021298,0.026803488484031517,11.839415193908035,12.629254239492704,68.60500980964073
placebo_shuffled_target,Physical,0,-0.02207730363805438,13.479769019605774,18.521705318927793,0.041267397337250114,11.325312799366504,12.920356875749068,66.81794511061449
placebo_shuffled_target,Physical,1,-0.05848886469169767,13.783981281248131,18.848736574303995,-0.010721884061425026,11.608155607833588,13.294146586285217,66.69768032367413
placebo_shuffled_target,Physical,2,-0.0818871330059956,13.909559424562016,19.05592680256689,0.002203516252312011,11.397711741801162,13.910383717346193,67.80721290001502
placebo_shuffled_target,Physical,3,-0.04350715968813579,13.839432712422377,18.71486999861678,-0.018355539658864037,11.852493601414396,13.225867739082103,64.26975829491249
placebo_shuffled_target,Physical,4,-0.1092539812511153,14.046168901632297,19.29543599098175,-0.06377789366467541,11.409119950012425,14.192225459751937,68.7875016256479
placebo_shuffled_target,Physical,5,-0.0691173478399576,13.805755142605236,18.943132036742913,-0.0554812351098327,11.3088928215973,13.875892895507814,66.5020519373967
placebo_shuffled_target,Physical,6,-0.07573454847088246,14.33660559537057,19.00166496682147,-0.06883278722739421,12.7518902680745,12.98477524723862,65.50488126901479
placebo_shuffled_target,Physical,7,-0.038918625231854964,13.657519646752021,18.67367793071078,-0.011043060647721084,11.005015184670723,13.970520707055293,66.61164041372446
placebo_shuffled_target,Physical,8,-0.07326825493875555,13.828580491407132,18.9798702894394,-0.009160350089446392,11.220079324580368,13.979155850682114,67.89987981942983
placebo_shuffled_target,Physical,9,-0.093354311577863,14.176554195338277,19.156649755555016,0.023644063876372984,12.799875890794981,12.321047234598794,67.27285384838397
